S. No.,image_path,train/test,X_min,Y_min,X_max,Y_max
1906,WSD02/WSD02_0610.jpg,train,42,49,194,312
1907,WSD02/WSD02_0611.jpg,train,162,51,361,331
1908,WSD02/WSD02_0612.jpg,train,67,52,293,283
1909,WSD02/WSD02_0613.jpg,train,44,213,93,280
1910,WSD02/WSD02_0614.jpg,train,148,105,301,309
1911,WSD02/WSD02_0615.jpg,train,66,44,250,260
1912,WSD02/WSD02_0617.jpg,train,94,113,307,345
1913,WSD02/WSD02_0618.jpg,train,22,315,138,482
1914,WSD02/WSD02_0619.jpg,train,36,86,240,282
1915,WSD02/WSD02_0620.jpg,train,148,1,189,49
1916,WSD02/WSD02_0621.jpg,train,331,408,345,427
1917,WSD02/WSD02_0622.jpg,train,144,58,312,300
1918,WSD02/WSD02_0623.jpg,train,151,55,317,244
1919,WSD02/WSD02_0624.jpg,train,156,40,382,362
1920,WSD02/WSD02_0625.jpg,train,28,56,234,265
1921,WSD02/WSD02_0626.jpg,train,157,28,370,234
1922,WSD02/WSD02_0627.jpg,train,145,107,366,377
1923,WSD02/WSD02_0628.jpg,train,82,187,205,326
1924,WSD02/WSD02_0629.jpg,train,170,22,429,352
1925,WSD02/WSD02_0630.jpg,train,81,81,270,321
1926,WSD02/WSD02_0631.jpg,train,146,90,365,326
1927,WSD02/WSD02_0632.jpg,train,-17,-17,340,434
1928,WSD02/WSD02_0634.jpg,train,43,299,259,498
1929,WSD02/WSD02_0635.jpg,train,158,-1,426,340
1930,WSD02/WSD02_0637.jpg,train,126,72,292,284
1931,WSD02/WSD02_0638.jpg,train,216,74,232,95
1932,WSD02/WSD02_0639.jpg,train,4,74,239,393
1933,WSD02/WSD02_0640.jpg,train,24,108,151,272
1934,WSD02/WSD02_0641.jpg,train,17,5,265,244
1935,WSD02/WSD02_0642.jpg,train,259,300,357,446
1936,WSD02/WSD02_0643.jpg,train,57,139,195,278
1937,WSD02/WSD02_0644.jpg,train,56,128,246,312
1938,WSD02/WSD02_0645.jpg,train,56,1,225,158
1939,WSD02/WSD02_0646.jpg,train,34,147,138,316
1940,WSD02/WSD02_0647.jpg,train,58,70,232,285
1941,WSD02/WSD02_0648.jpg,train,111,175,339,451
1942,WSD02/WSD02_0649.jpg,train,271,6,365,117
1943,WSD02/WSD02_0650.jpg,train,28,91,130,279
1944,WSD02/WSD02_0651.jpg,train,101,130,331,377
1945,WSD02/WSD02_0652.jpg,train,65,159,230,376
1946,WSD02/WSD02_0653.jpg,train,131,87,348,372
1947,WSD02/WSD02_0654.jpg,train,70,192,201,360
1948,WSD02/WSD02_0655.jpg,train,43,283,110,371
1949,WSD02/WSD02_0656.jpg,train,38,-11,339,386
1950,WSD02/WSD02_0657.jpg,train,63,62,180,210
1951,WSD02/WSD02_0658.jpg,train,155,47,180,78
1952,WSD02/WSD02_0659.jpg,train,60,68,187,242
1953,WSD02/WSD02_0661.jpg,train,102,7,428,460
1954,WSD02/WSD02_0662.jpg,train,7,92,271,370
1955,WSD02/WSD02_0663.jpg,train,169,55,319,253
1956,WSD02/WSD02_0664.jpg,train,90,154,282,330
1957,WSD02/WSD02_0665.jpg,train,37,44,202,266
1958,WSD02/WSD02_0666.jpg,train,52,254,255,493
1959,WSD02/WSD02_0667.jpg,train,120,31,272,175
1960,WSD02/WSD02_0668.jpg,train,153,46,362,311
1961,WSD02/WSD02_0669.jpg,train,158,38,282,219
1962,WSD02/WSD02_0670.jpg,train,156,23,424,361
1963,WSD02/WSD02_0671.jpg,train,49,67,241,262
1964,WSD02/WSD02_0672.jpg,train,81,129,173,253
1965,WSD02/WSD02_0674.jpg,train,12,37,162,250
1966,WSD02/WSD02_0676.jpg,train,34,165,217,387
1967,WSD02/WSD02_0677.jpg,train,4,9,176,246
1968,WSD02/WSD02_0678.jpg,train,35,249,199,461
1969,WSD02/WSD02_0679.jpg,train,53,84,254,298
1970,WSD02/WSD02_0680.jpg,train,45,170,244,361
1971,WSD02/WSD02_0681.jpg,train,12,161,239,385
1972,WSD02/WSD02_0682.jpg,train,67,115,233,325
1973,WSD02/WSD02_0684.jpg,train,105,40,380,425
1974,WSD02/WSD02_0685.jpg,train,117,100,281,316
1975,WSD02/WSD02_0686.jpg,train,234,200,318,318
1976,WSD02/WSD02_0687.jpg,train,74,84,227,285
1977,WSD02/WSD02_0688.jpg,train,117,38,351,342
1978,WSD02/WSD02_0689.jpg,train,79,113,239,315
1979,WSD02/WSD02_0690.jpg,train,96,171,285,367
1980,WSD02/WSD02_0691.jpg,train,214,317,342,500
1981,WSD02/WSD02_0692.jpg,train,201,14,394,278
1982,WSD02/WSD02_0693.jpg,train,62,63,192,233
1983,WSD02/WSD02_0694.jpg,train,194,24,251,79
1984,WSD02/WSD02_0695.jpg,train,53,143,233,402
1985,WSD02/WSD02_0696.jpg,train,124,236,235,354
1986,WSD02/WSD02_0697.jpg,train,3,273,213,453
1987,WSD02/WSD02_0698.jpg,train,33,-8,403,491
1988,WSD02/WSD02_0699.jpg,train,117,71,369,347
1989,WSD02/WSD02_0701.jpg,train,45,75,235,308
1990,WSD02/WSD02_0702.jpg,train,379,372,402,417
1991,WSD02/WSD02_0703.jpg,train,87,89,371,330
1992,WSD02/WSD02_0704.jpg,train,26,-6,285,226
1993,WSD02/WSD02_0705.jpg,train,114,6,345,218
1994,WSD02/WSD02_0706.jpg,train,75,129,218,330
1995,WSD02/WSD02_0707.jpg,train,32,53,152,208
1996,WSD02/WSD02_0708.jpg,train,89,79,289,276
1997,WSD02/WSD02_0709.jpg,train,137,52,355,333
1998,WSD02/WSD02_0710.jpg,train,315,59,342,97
1999,WSD02/WSD02_0711.jpg,train,41,208,236,407
2000,WSD02/WSD02_0712.jpg,train,162,185,255,297
2001,WSD02/WSD02_0714.jpg,train,42,141,55,158
2002,WSD02/WSD02_0715.jpg,train,111,98,273,327
2003,WSD02/WSD02_0716.jpg,train,91,43,303,302
2004,WSD02/WSD02_0717.jpg,train,138,130,299,343
2005,WSD02/WSD02_0718.jpg,train,74,66,242,259
2006,WSD02/WSD02_0720.jpg,train,32,250,177,374
2007,WSD02/WSD02_0722.jpg,train,87,107,136,163
2008,WSD02/WSD02_0723.jpg,train,78,204,212,335
2009,WSD02/WSD02_0724.jpg,train,74,140,241,349
2010,WSD02/WSD02_0725.jpg,train,44,30,204,243
2011,WSD02/WSD02_0726.jpg,train,-49,-12,327,520
2012,WSD02/WSD02_0728.jpg,train,228,3,288,78
2013,WSD02/WSD02_0730.jpg,train,331,191,363,228
2014,WSD02/WSD02_0731.jpg,train,67,-88,423,361
2015,WSD02/WSD02_0732.jpg,train,29,182,166,344
2016,WSD02/WSD02_0733.jpg,train,75,62,297,267
2017,WSD02/WSD02_0734.jpg,train,-43,28,409,414
2018,WSD02/WSD02_0735.jpg,train,40,154,236,341
2019,WSD02/WSD02_0736.jpg,train,58,95,344,379
2020,WSD02/WSD02_0737.jpg,train,42,16,405,500
2021,WSD02/WSD02_0738.jpg,train,259,0,360,128
2022,WSD02/WSD02_0739.jpg,train,105,109,268,273
2023,WSD02/WSD02_0740.jpg,train,19,31,144,216
2024,WSD02/WSD02_0741.jpg,train,47,226,273,499
2025,WSD02/WSD02_0743.jpg,train,20,18,178,168
2026,WSD02/WSD02_0744.jpg,train,40,72,286,355
2027,WSD02/WSD02_0745.jpg,train,91,290,101,303
2028,WSD02/WSD02_0746.jpg,train,77,67,362,358
2029,WSD02/WSD02_0747.jpg,train,66,131,288,318
2030,WSD02/WSD02_0749.jpg,train,44,88,232,341
2031,WSD02/WSD02_0750.jpg,train,95,140,233,274
2032,WSD02/WSD02_0751.jpg,train,-3,25,301,334
2033,WSD02/WSD02_0752.jpg,train,101,6,343,304
2034,WSD02/WSD02_0753.jpg,train,101,11,351,305
2035,WSD02/WSD02_0754.jpg,train,14,48,25,63
2036,WSD02/WSD02_0755.jpg,train,6,168,432,631
2037,WSD02/WSD02_0756.jpg,train,93,375,104,389
2038,WSD02/WSD02_0757.jpg,train,56,251,210,445
2039,WSD02/WSD02_0758.jpg,train,116,110,364,424
2040,WSD02/WSD02_0759.jpg,train,175,17,362,244
2041,WSD02/WSD02_0760.jpg,train,79,65,336,357
2042,WSD02/WSD02_0761.jpg,train,70,94,265,333
2043,WSD02/WSD02_0762.jpg,train,192,35,420,280
2044,WSD02/WSD02_0763.jpg,train,86,83,216,284
2045,WSD02/WSD02_0764.jpg,train,150,46,301,216
2046,WSD02/WSD02_0765.jpg,train,0,5,125,176
2047,WSD02/WSD02_0766.jpg,train,70,197,204,377
2048,WSD02/WSD02_0767.jpg,train,107,121,232,272
2049,WSD02/WSD02_0769.jpg,train,55,97,229,253
2050,WSD02/WSD02_0770.jpg,train,3,49,181,365
2051,WSD02/WSD02_0771.jpg,train,57,161,228,409
2052,WSD02/WSD02_0772.jpg,train,49,107,190,254
2053,WSD02/WSD02_0773.jpg,train,92,178,251,380
2054,WSD02/WSD02_0774.jpg,train,168,127,314,315
2055,WSD02/WSD02_0775.jpg,train,17,281,155,503
2056,WSD02/WSD02_0776.jpg,train,50,79,233,281
2057,WSD02/WSD02_0777.jpg,train,71,47,328,347
2058,WSD02/WSD02_0779.jpg,train,105,104,278,329
2059,WSD02/WSD02_0780.jpg,train,132,138,327,340
2060,WSD02/WSD02_0781.jpg,train,137,61,300,270
2061,WSD02/WSD02_0782.jpg,train,12,4,275,331
2062,WSD02/WSD02_0783.jpg,train,77,89,239,301
2063,WSD02/WSD02_0784.jpg,train,57,205,264,397
2064,WSD02/WSD02_0785.jpg,train,83,82,253,346
2065,WSD02/WSD02_0786.jpg,train,80,14,323,222
2066,WSD02/WSD02_0787.jpg,train,31,201,194,367
2067,WSD02/WSD02_0788.jpg,train,-27,-4,395,492
2068,WSD02/WSD02_0789.jpg,train,182,20,275,154
2069,WSD02/WSD02_0791.jpg,train,77,353,229,500
2070,WSD02/WSD02_0792.jpg,train,18,71,134,242
2071,WSD02/WSD02_0793.jpg,train,15,11,417,410
2072,WSD02/WSD02_0794.jpg,train,43,143,218,358
2073,WSD02/WSD02_0795.jpg,train,77,77,291,294
2074,WSD02/WSD02_0796.jpg,train,59,212,236,443
2075,WSD02/WSD02_0797.jpg,train,134,98,293,311
2076,WSD02/WSD02_0798.jpg,train,150,20,409,383
2077,WSD02/WSD02_0799.jpg,train,148,-2,308,191
2078,WSD02/WSD02_0800.jpg,train,204,41,355,240
2079,WSD02/WSD02_0801.jpg,train,93,217,190,370
2080,WSD02/WSD02_0802.jpg,train,326,332,335,343
2081,WSD02/WSD02_0803.jpg,train,11,146,278,383
2082,WSD02/WSD02_0804.jpg,train,228,21,431,308
2083,WSD02/WSD02_0805.jpg,train,95,82,289,358
2084,WSD02/WSD02_0806.jpg,train,125,119,272,289
2085,WSD02/WSD02_0807.jpg,train,50,34,238,221
2086,WSD02/WSD02_0808.jpg,train,190,86,307,227
2087,WSD02/WSD02_0809.jpg,train,92,135,247,283
2088,WSD02/WSD02_0810.jpg,train,40,146,229,376
2089,WSD02/WSD02_0811.jpg,train,20,277,274,500
2090,WSD02/WSD02_0812.jpg,train,212,135,267,195
2091,WSD02/WSD02_0813.jpg,train,42,175,232,354
2092,WSD02/WSD02_0814.jpg,train,101,1,265,197
2093,WSD02/WSD02_0815.jpg,train,145,9,192,67
2094,WSD02/WSD02_0816.jpg,train,6,30,386,494
2095,WSD02/WSD02_0817.jpg,train,108,10,244,130
2096,WSD02/WSD02_0818.jpg,train,152,15,361,261
2097,WSD02/WSD02_0819.jpg,train,131,45,352,324
2098,WSD02/WSD02_0820.jpg,train,121,88,295,339
2099,WSD02/WSD02_0821.jpg,train,-3,99,155,306
2100,WSD02/WSD02_0822.jpg,train,156,47,358,329
2101,WSD02/WSD02_0823.jpg,train,67,363,206,479
2102,WSD02/WSD02_0824.jpg,train,6,225,246,471
2103,WSD02/WSD02_0825.jpg,train,126,10,391,342
2104,WSD02/WSD02_0826.jpg,train,98,14,364,405
2105,WSD02/WSD02_0827.jpg,train,-63,34,349,407
2106,WSD02/WSD02_0828.jpg,train,100,167,293,415
2107,WSD02/WSD02_0829.jpg,train,96,101,237,282
2108,WSD02/WSD02_0830.jpg,train,61,106,241,271
2109,WSD02/WSD02_0831.jpg,train,76,233,126,306
2110,WSD02/WSD02_0832.jpg,train,100,64,224,227
2111,WSD02/WSD02_0833.jpg,train,258,68,414,275
2112,WSD02/WSD02_0834.jpg,train,24,-38,351,389
2113,WSD02/WSD02_0835.jpg,train,67,36,448,540
2114,WSD02/WSD02_0837.jpg,train,179,33,321,185
2115,WSD02/WSD02_0838.jpg,train,63,95,195,276
2116,WSD02/WSD02_0839.jpg,train,116,95,313,335
2117,WSD02/WSD02_0840.jpg,train,-35,-44,406,369
2118,WSD02/WSD02_0841.jpg,train,266,0,286,15
2119,WSD02/WSD02_0842.jpg,train,9,73,211,345
2120,WSD02/WSD02_0843.jpg,train,62,82,251,306
2121,WSD02/WSD02_0844.jpg,train,-18,61,230,269
2122,WSD02/WSD02_0845.jpg,train,40,62,229,291
2123,WSD02/WSD02_0846.jpg,train,-58,2,323,468
2124,WSD02/WSD02_0847.jpg,train,148,55,318,270
2125,WSD02/WSD02_0848.jpg,train,89,68,240,263
2126,WSD02/WSD02_0849.jpg,train,-63,-5,311,481
2127,WSD02/WSD02_0850.jpg,train,21,125,148,303
2128,WSD02/WSD02_0851.jpg,train,165,239,197,282
2129,WSD02/WSD02_0852.jpg,train,21,23,405,420
2130,WSD02/WSD02_0853.jpg,train,1,135,77,295
2131,WSD02/WSD02_0854.jpg,train,158,52,357,312
2132,WSD02/WSD02_0855.jpg,train,-13,93,157,367
2133,WSD02/WSD02_0856.jpg,train,66,22,274,281
2134,WSD02/WSD02_0857.jpg,train,217,54,263,108
2135,WSD02/WSD02_0858.jpg,train,-56,15,335,388
2136,WSD02/WSD02_0859.jpg,train,-4,231,246,486
2137,WSD02/WSD02_0860.jpg,train,176,86,386,351
2138,WSD02/WSD02_0861.jpg,train,65,28,263,309
2139,WSD02/WSD02_0863.jpg,train,105,265,194,384
2140,WSD02/WSD02_0864.jpg,train,100,124,251,289
2141,WSD02/WSD02_0865.jpg,train,67,70,210,217
2142,WSD02/WSD02_0866.jpg,train,243,54,431,310
2143,WSD02/WSD02_0867.jpg,train,112,55,336,326
2144,WSD02/WSD02_0868.jpg,train,108,113,292,266
2145,WSD02/WSD02_0870.jpg,train,70,92,265,331
2146,WSD02/WSD02_0871.jpg,train,35,43,264,381
2147,WSD02/WSD02_0872.jpg,train,48,73,287,337
2148,WSD02/WSD02_0873.jpg,train,116,-8,213,151
2149,WSD02/WSD02_0875.jpg,train,122,90,279,264
2150,WSD02/WSD02_0876.jpg,train,78,237,256,476
2151,WSD02/WSD02_0877.jpg,train,364,176,378,195
2152,WSD02/WSD02_0878.jpg,train,48,103,223,349
2153,WSD02/WSD02_0879.jpg,train,202,9,275,125
2154,WSD02/WSD02_0880.jpg,train,27,179,193,415
2155,WSD02/WSD02_0881.jpg,train,241,87,403,297
2156,WSD02/WSD02_0882.jpg,train,118,27,376,341
2157,WSD02/WSD02_0883.jpg,train,46,128,221,311
2158,WSD02/WSD02_0885.jpg,train,135,36,381,379
2159,WSD02/WSD02_0886.jpg,train,110,252,252,436
2160,WSD02/WSD02_0887.jpg,train,38,251,139,437
2161,WSD02/WSD02_0888.jpg,train,60,226,263,364
2162,WSD02/WSD02_0889.jpg,train,40,245,219,472
2163,WSD02/WSD02_0890.jpg,train,89,103,227,307
2164,WSD02/WSD02_0891.jpg,train,276,124,371,253
2165,WSD02/WSD02_0892.jpg,train,3,71,187,315
2166,WSD02/WSD02_0893.jpg,train,120,31,394,322
2167,WSD02/WSD02_0894.jpg,train,168,133,321,319
2168,WSD02/WSD02_0895.jpg,train,24,27,215,199
2169,WSD02/WSD02_0896.jpg,train,52,67,166,178
2170,WSD02/WSD02_0897.jpg,train,195,45,440,364
2171,WSD02/WSD02_0898.jpg,train,52,159,237,377
2172,WSD02/WSD02_0899.jpg,train,83,185,294,375
2173,WSD02/WSD02_0900.jpg,train,15,123,245,343
2174,WSD02/WSD02_0901.jpg,train,155,170,304,352
2175,WSD02/WSD02_0902.jpg,train,6,21,137,236
2176,WSD02/WSD02_0903.jpg,train,237,115,429,403
2177,WSD02/WSD02_0904.jpg,train,31,37,193,286
2178,WSD02/WSD02_0905.jpg,train,44,73,200,312
2179,WSD02/WSD02_0906.jpg,train,344,133,354,147
2180,WSD02/WSD02_0907.jpg,train,335,44,385,109
2181,WSD02/WSD02_0908.jpg,train,22,40,157,252
2182,WSD02/WSD02_0909.jpg,train,167,114,326,326
2183,WSD02/WSD02_0910.jpg,train,-13,-4,436,523
2184,WSD02/WSD02_0911.jpg,train,111,172,232,319
2185,WSD02/WSD02_0912.jpg,train,20,282,196,500
2186,WSD02/WSD02_0913.jpg,train,0,22,172,292
2187,WSD02/WSD02_0914.jpg,train,50,0,390,440
2188,WSD02/WSD02_0916.jpg,train,52,179,175,308
2189,WSD02/WSD02_0917.jpg,train,35,148,234,334
2190,WSD02/WSD02_0918.jpg,train,76,173,130,240
2191,WSD02/WSD02_0919.jpg,train,202,273,318,419
2192,WSD02/WSD02_0920.jpg,train,108,149,230,299
2193,WSD02/WSD02_0921.jpg,train,-3,86,225,343
2194,WSD02/WSD02_0922.jpg,train,0,55,206,338
2195,WSD02/WSD02_0923.jpg,train,30,174,265,438
2196,WSD02/WSD02_0924.jpg,train,193,91,396,356
2197,WSD02/WSD02_0925.jpg,train,21,162,139,344
2198,WSD02/WSD02_0926.jpg,train,58,49,225,313
2199,WSD02/WSD02_0927.jpg,train,63,131,194,346
2200,WSD02/WSD02_0928.jpg,train,32,139,226,334
2201,WSD02/WSD02_0929.jpg,train,98,64,315,353
2202,WSD02/WSD02_0930.jpg,train,127,41,345,273
2203,WSD02/WSD02_0931.jpg,train,27,209,172,362
2204,WSD02/WSD02_0933.jpg,train,109,138,232,337
2205,WSD02/WSD02_0934.jpg,train,308,69,330,104
2206,WSD02/WSD02_0935.jpg,train,81,44,246,279
2207,WSD02/WSD02_0936.jpg,train,61,44,260,247
2208,WSD02/WSD02_0937.jpg,train,87,83,297,301
2209,WSD02/WSD02_0938.jpg,train,125,76,169,134
2210,WSD02/WSD02_0939.jpg,train,132,59,380,386
2211,WSD02/WSD02_0940.jpg,train,43,157,266,358
2212,WSD02/WSD02_0941.jpg,train,0,103,139,321
2213,WSD02/WSD02_0942.jpg,train,60,107,266,324
2214,WSD02/WSD02_0943.jpg,train,50,76,252,313
2215,WSD02/WSD02_0944.jpg,train,73,215,200,338
2216,WSD02/WSD02_0945.jpg,train,34,3,399,464
2217,WSD02/WSD02_0946.jpg,train,67,55,207,224
2218,WSD02/WSD02_0947.jpg,train,59,41,360,405
2219,WSD02/WSD02_0948.jpg,train,193,41,360,260
2220,WSD02/WSD02_0949.jpg,train,40,95,246,297
2221,WSD02/WSD02_0950.jpg,train,136,140,295,351
2222,WSD02/WSD02_0951.jpg,train,81,59,212,230
2223,WSD02/WSD02_0952.jpg,train,62,136,200,286
2224,WSD02/WSD02_0953.jpg,train,44,5,204,203
2225,WSD02/WSD02_0954.jpg,train,23,172,235,376
2226,WSD02/WSD02_0955.jpg,train,1,0,44,73
2227,WSD02/WSD02_0956.jpg,train,160,92,305,282
2228,WSD02/WSD02_0958.jpg,train,129,27,535,432
2229,WSD02/WSD02_0959.jpg,train,81,128,116,180
2230,WSD02/WSD02_0960.jpg,train,67,55,212,253
2231,WSD02/WSD02_0961.jpg,train,225,54,281,124
2232,WSD02/WSD02_0962.jpg,train,104,8,161,84
2233,WSD02/WSD02_0963.jpg,train,84,150,219,270
2234,WSD02/WSD02_0964.jpg,train,233,-2,472,374
2235,WSD02/WSD02_0965.jpg,train,67,77,210,218
2236,WSD02/WSD02_0966.jpg,train,61,226,225,357
2237,WSD02/WSD02_0967.jpg,train,2,256,182,487
2238,WSD02/WSD02_0968.jpg,train,-14,115,121,301
2239,WSD02/WSD02_0969.jpg,train,236,300,248,318
2240,WSD02/WSD02_0970.jpg,train,106,160,217,303
2241,WSD02/WSD02_0971.jpg,train,-2,59,233,327
2242,WSD02/WSD02_0972.jpg,train,-5,74,227,331
2243,WSD02/WSD02_0973.jpg,train,179,-2,438,344
2244,WSD02/WSD02_0974.jpg,train,121,87,277,289
2245,WSD02/WSD02_0976.jpg,train,269,24,291,55
2246,WSD02/WSD02_0977.jpg,train,138,61,356,316
2247,WSD02/WSD02_0979.jpg,train,125,5,314,199
2248,WSD02/WSD02_0980.jpg,train,5,131,223,377
2249,WSD02/WSD02_0981.jpg,train,302,283,394,406
2250,WSD02/WSD02_0982.jpg,train,82,43,243,256
2251,WSD02/WSD02_0983.jpg,train,74,125,432,571
2252,WSD02/WSD02_0984.jpg,train,19,122,213,286
2253,WSD02/WSD02_0987.jpg,train,18,37,196,294
2254,WSD02/WSD02_0988.jpg,train,131,20,153,54
2255,WSD02/WSD02_0990.jpg,train,129,305,145,325
2256,WSD02/WSD02_0991.jpg,train,0,44,278,407
2257,WSD02/WSD02_0992.jpg,train,9,16,129,182
2258,WSD02/WSD02_0993.jpg,train,17,94,231,321
2259,WSD02/WSD02_0994.jpg,train,113,134,303,338
2260,WSD02/WSD02_0996.jpg,train,70,-37,460,473
2261,WSD02/WSD02_0997.jpg,train,35,0,389,464
2262,WSD02/WSD02_0998.jpg,train,93,109,104,124
2263,WSD02/WSD02_0999.jpg,train,93,74,310,328
2264,WSD02/WSD02_1003.jpg,train,46,3,208,121
2265,WSD02/WSD02_1005.jpg,train,45,137,94,203
2266,WSD02/WSD02_1006.jpg,train,68,180,266,484
2267,WSD02/WSD02_1007.jpg,train,48,194,174,338
2268,WSD02/WSD02_1009.jpg,train,142,58,310,274
2269,WSD02/WSD02_1011.jpg,train,41,-106,402,353
2270,WSD02/WSD02_1012.jpg,train,58,303,185,423
2271,WSD02/WSD02_1013.jpg,train,12,57,309,404
2272,WSD02/WSD02_1014.jpg,train,59,-11,400,429
2273,WSD02/WSD02_1015.jpg,train,66,273,265,491
2274,WSD02/WSD02_1016.jpg,train,106,-36,322,194
2275,WSD02/WSD02_1017.jpg,train,23,108,146,273
2276,WSD02/WSD02_1018.jpg,train,42,56,185,239
2277,WSD02/WSD02_1019.jpg,train,132,40,401,344
2278,WSD02/WSD02_1020.jpg,train,79,120,234,317
2279,WSD02/WSD02_1021.jpg,train,80,128,233,344
2280,WSD02/WSD02_1022.jpg,train,63,275,245,419
2281,WSD02/WSD02_1023.jpg,train,85,348,205,467
2282,WSD02/WSD02_1024.jpg,train,107,62,322,331
2283,WSD02/WSD02_1025.jpg,train,72,19,281,206
2284,WSD02/WSD02_1026.jpg,train,147,39,256,192
2285,WSD02/WSD02_1027.jpg,train,54,88,292,337
2286,WSD02/WSD02_1028.jpg,train,163,-7,258,89
2287,WSD02/WSD02_1029.jpg,train,72,67,218,242
2288,WSD02/WSD02_1030.jpg,train,275,210,289,227
2289,WSD02/WSD02_1032.jpg,train,303,188,360,256
2290,WSD02/WSD02_1033.jpg,train,34,74,188,295
2291,WSD02/WSD02_1034.jpg,train,227,206,285,263
2292,WSD02/WSD02_1035.jpg,train,67,106,236,308
2293,WSD02/WSD02_1036.jpg,train,112,51,481,412
2294,WSD02/WSD02_1037.jpg,train,35,16,409,432
2295,WSD02/WSD02_1038.jpg,train,93,7,314,323
2296,WSD02/WSD02_1039.jpg,train,173,6,374,260
2297,WSD02/WSD02_1040.jpg,train,47,82,154,275
2298,WSD02/WSD02_1041.jpg,train,93,40,293,311
2299,WSD02/WSD02_1042.jpg,train,184,98,373,343
2300,WSD02/WSD02_1043.jpg,train,42,13,288,340
2301,WSD02/WSD02_1044.jpg,train,83,22,226,211
2302,WSD02/WSD02_1045.jpg,train,124,200,253,361
2303,WSD02/WSD02_1046.jpg,train,56,166,171,309
2304,WSD02/WSD02_1047.jpg,train,58,159,110,257
2305,WSD02/WSD02_1048.jpg,train,178,102,321,302
2306,WSD02/WSD02_1049.jpg,train,-4,81,176,372
2307,WSD02/WSD02_1050.jpg,train,1,10,132,194
2308,WSD02/WSD02_1051.jpg,train,1,136,242,349
2309,WSD02/WSD02_1052.jpg,train,7,25,190,289
2310,WSD02/WSD02_1053.jpg,train,83,107,253,304
2311,WSD02/WSD02_1054.jpg,train,59,307,99,358
2312,WSD02/WSD02_1055.jpg,train,114,36,234,214
2313,WSD02/WSD02_1056.jpg,train,74,132,273,325
2314,WSD02/WSD02_1057.jpg,train,114,181,235,386
2315,WSD02/WSD02_1058.jpg,train,63,59,211,271
2316,WSD02/WSD02_1059.jpg,train,102,36,250,232
2317,WSD02/WSD02_1060.jpg,train,86,212,325,470
2318,WSD02/WSD02_1061.jpg,train,-61,29,356,464
2319,WSD02/WSD02_1062.jpg,train,48,66,177,236
2320,WSD02/WSD02_1063.jpg,train,45,184,272,404
2321,WSD02/WSD02_1064.jpg,train,66,80,279,356
2322,WSD02/WSD02_1066.jpg,train,166,158,333,383
2323,WSD02/WSD02_1067.jpg,train,41,159,242,405
2324,WSD02/WSD02_1068.jpg,train,89,77,250,300
2325,WSD02/WSD02_1069.jpg,train,313,271,365,350
2326,WSD02/WSD02_1070.jpg,train,59,170,247,403
2327,WSD02/WSD02_1071.jpg,train,140,29,437,412
2328,WSD02/WSD02_1072.jpg,train,387,139,399,158
2329,WSD02/WSD02_1073.jpg,train,155,78,371,343
2330,WSD02/WSD02_1075.jpg,train,56,181,200,328
2331,WSD02/WSD02_1076.jpg,train,96,107,232,288
2332,WSD02/WSD02_1077.jpg,train,109,111,149,179
2333,WSD02/WSD02_1080.jpg,train,80,84,257,319
2334,WSD02/WSD02_1082.jpg,train,130,422,192,495
2335,WSD02/WSD02_1083.jpg,train,166,1,199,37
2336,WSD02/WSD02_1084.jpg,train,-8,118,393,509
2337,WSD02/WSD02_1085.jpg,train,53,-26,423,447
2338,WSD02/WSD02_1086.jpg,train,198,13,252,98
2339,WSD02/WSD02_1088.jpg,train,82,123,256,355
2340,WSD02/WSD02_1089.jpg,train,9,51,214,204
2341,WSD02/WSD02_1090.jpg,train,5,265,205,500
2342,WSD02/WSD02_1091.jpg,train,103,204,143,253
2343,WSD02/WSD02_1092.jpg,train,171,150,358,408
2344,WSD02/WSD02_1093.jpg,train,55,-12,212,172
2345,WSD02/WSD02_1095.jpg,train,79,41,268,304
2346,WSD02/WSD02_1096.jpg,train,133,155,314,359
2347,WSD02/WSD02_1098.jpg,train,50,108,271,371
2348,WSD02/WSD02_1099.jpg,train,82,27,265,252
2349,WSD02/WSD02_1100.jpg,train,61,62,194,232
2350,WSD02/WSD02_1101.jpg,train,-2,157,146,342
2351,WSD02/WSD02_1102.jpg,train,77,388,87,400
2352,WSD02/WSD02_1103.jpg,train,115,85,293,281
2353,WSD02/WSD02_1104.jpg,train,146,31,321,267
2354,WSD02/WSD02_1105.jpg,train,81,2,176,140
2355,WSD02/WSD02_1106.jpg,train,126,42,369,285
2356,WSD02/WSD02_1109.jpg,train,259,91,388,240
2357,WSD02/WSD02_1110.jpg,train,262,7,402,131
2358,WSD02/WSD02_1112.jpg,train,121,38,287,258
2359,WSD02/WSD02_1113.jpg,train,126,143,289,357
2360,WSD02/WSD02_1114.jpg,train,125,42,294,264
2361,WSD02/WSD02_1115.jpg,train,4,103,162,314
2362,WSD02/WSD02_1116.jpg,train,292,229,304,246
2363,WSD02/WSD02_1117.jpg,train,165,-8,416,251
2364,WSD02/WSD02_1118.jpg,train,21,61,252,358
2365,WSD02/WSD02_1119.jpg,train,76,119,242,322
2366,WSD02/WSD02_1120.jpg,train,126,37,293,256
2367,WSD02/WSD02_1121.jpg,train,161,111,191,154
2368,WSD02/WSD02_1122.jpg,train,13,128,229,347
2369,WSD02/WSD02_1123.jpg,train,172,166,358,416
